Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74
240mTBTw5_S00_L002_R1_001	(1, 0.005656439763785026)	(2, 0.0013836817542214783)	(3, 4.484153833125162e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 1.9217802141964978e-05)	(11, 0.000301078900224118)	(12, 0.0002242076916562581)	(13, 0.0004996628556910895)	(14, 0.0003459204385553696)	(15, 0.0002690492299875097)	(16, 0.0003138907683187613)	(17, 0.0001409305490410765)	(18, 0.00029467296617679634)	(19, 0.0027033041679697402)	(20, 0.0004740391195018028)	(21, 8.327832693072473e-05)	(22, 0.00021141235948685734)	(23, 0.0007559983826760023)	(24, 0.0002883261175984843)	(25, 0.0004421412658004628)	(26, 0.0027815798399296937)	(27, 0.0003144272303735165)	(28, 0.000623227135643587)	(29, 0.0006691362082084226)	(30, 0.0005025240235475027)	(31, 0.0002450933757387872)	(32, 0.00022614349295682553)	(33, 0.000628865292969863)	(34, 0.00025486546338364223)	(35, 0.00021121706507155538)	(36, 0.0006231609214580035)	(37, 0.0006001258491184049)	(38, 0.004993915143922479)	(39, 0.0004412634568451101)	(40, 0.002459163294864333)	(41, 0.0017771487021303062)	(42, 0.0009564586839545032)	(43, 0.0006823088347172699)	(44, 0.003671515929677305)	(45, 0.0022308945558848765)	(46, 0.005110292388275693)	(47, 0.004544028446858163)	(48, 0.008775226737173075)	(49, 0.009381601954048358)	(50, 0.008362344088051574)	(51, 0.011333537082314589)	(52, 0.010223074111557562)	(53, 0.004391453324675504)	(54, 0.010268180336741326)	(55, 0.012307398439543434)	(56, 0.013154964146622171)	(57, 0.010313994405336587)	(58, 0.0055076402377134395)	(59, 0.012860070221855589)	(60, 0.009487018237355134)	(61, 0.010451126863723173)	(62, 0.010390797520528685)	(63, 0.008605328327646093)	(64, 0.0094987344982862)	(65, 0.014792299415227)	(66, 0.008225454716373084)	(67, 0.010673664854341564)	(68, 0.01565686848384109)	(69, 0.003391457330500213)	(70, 0.005781271657185622)	(71, 0.009270816976329697)	(72, 0.0029213389511193876)	(73, 0.003784449210420927)	(74, 0.003959597704873185)	(75, 0.0016239374282145842)
240mTBTw5_S00_L003_R1_001	(1, 0.035747050563975556)	(2, 6.407429747979129e-06)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.01403867857782227)	(7, 0.0)	(8, 0.0018197100484260726)	(9, 3.844457848787477e-05)	(10, 5.766686773181216e-05)	(11, 8.970401647170781e-05)	(12, 0.00046774237160247643)	(13, 0.00019863032218735298)	(14, 0.0005766686773181215)	(15, 0.00013455602470756168)	(16, 0.00029474176840703993)	(17, 0.00037163092538278946)	(18, 0.0003844457848787477)	(19, 0.00014096345445554082)	(20, 0.00028192690891108165)	(21, 6.407550862978561e-05)	(22, 0.0002178702846462453)	(23, 0.0008330816465512694)	(24, 0.00023071862056925718)	(25, 0.00016023683260237562)	(26, 0.00045517185494198676)	(27, 0.0011746202686953493)	(28, 0.000809821098950369)	(29, 0.0005792789226081428)	(30, 0.000953905912779355)	(31, 0.0014970053118523396)	(32, 0.0013123274741898157)	(33, 0.0008433698125377043)	(34, 0.0003205058183579715)	(35, 0.0012357319220349637)	(36, 0.000771775977996197)	(37, 0.000594531092985278)	(38, 0.001178583259236013)	(39, 0.002434953536659332)	(40, 0.0006300802971400069)	(41, 0.0030815078413073188)	(42, 0.0011167690630152455)	(43, 0.004981083457494555)	(44, 0.0007409627246351994)	(45, 0.008278734120480349)	(46, 0.011831456241267543)	(47, 0.004200766237637346)	(48, 0.002306457128087449)	(49, 0.0015483743101992447)	(50, 0.013844079607314031)	(51, 0.005699267401300583)	(52, 0.002982591438313494)	(53, 0.00254862494372657)	(54, 0.017531259790967337)	(55, 0.0011343198832729775)	(56, 0.016880529879720312)	(57, 0.01503703602444202)	(58, 0.0014873427135080465)	(59, 0.003702909148765689)	(60, 0.013397060594697835)	(61, 0.018235119271371933)	(62, 0.008694384381021481)	(63, 0.012707516073904523)	(64, 0.017604147155293102)	(65, 0.005438937843087726)	(66, 0.009946638560399963)	(67, 0.02065112389986437)	(68, 0.012253808070803587)	(69, 0.017245045859773683)	(70, 0.006568774177971172)	(71, 0.0033927879022877085)	(72, 0.01944080181245665)	(73, 0.005821511088078426)	(74, 0.00824469198877675)	(75, 0.03653429294710302)
240mTBTw5_S00_L004_R1_001	(1, 0.028307314758647815)	(2, 0.0012290828660471236)	(3, 5.121178608529681e-05)	(4, 0.0)	(5, 0.0)	(6, 5.121178608529681e-05)	(7, 0.0)	(8, 1.9204419781986306e-05)	(9, 0.00023685451064449776)	(10, 4.481031282463471e-05)	(11, 0.0005633296469382649)	(12, 0.0003392780828150914)	(13, 0.00026246040368714616)	(14, 0.00016003683151655254)	(15, 0.00023685451064449776)	(16, 0.00028806629672979456)	(17, 0.00015363535825589045)	(18, 9.602209890993152e-05)	(19, 0.0012674917056110962)	(20, 0.000249657457165822)	(21, 0.00012162972046545518)	(22, 0.00012803966156556656)	(23, 0.0006146246084168999)	(24, 0.0001408623219988466)	(25, 0.00045464523200097946)	(26, 0.0003842903636501282)	(27, 0.0005707201455810903)	(28, 0.0008603679344209583)	(29, 0.0005529500108114587)	(30, 0.0006438238397537915)	(31, 0.00048340206773623136)	(32, 0.0002647316034780309)	(33, 0.0008357821534464934)	(34, 0.00040489158668588466)	(35, 0.00046829300209320375)	(36, 0.00016737686903891465)	(37, 0.0007086000264226049)	(38, 0.0035574046648553085)	(39, 0.0005189595472454728)	(40, 0.0016180848828378992)	(41, 0.0021047538224501583)	(42, 0.0006857339221399213)	(43, 0.0004358567803148693)	(44, 0.0018378539094011537)	(45, 0.0016314429170737567)	(46, 0.0028334869434562993)	(47, 0.0024869043687033086)	(48, 0.0063865157371447824)	(49, 0.007268938276409408)	(50, 0.005871759439353733)	(51, 0.008951089932305669)	(52, 0.008042256427949375)	(53, 0.0022684338866490396)	(54, 0.0068874414329432995)	(55, 0.00898212632888224)	(56, 0.009792743577009436)	(57, 0.006725688927376034)	(58, 0.0028504580466815013)	(59, 0.010200633639360185)	(60, 0.0070338352682982035)	(61, 0.006739105928942867)	(62, 0.007843386461539384)	(63, 0.00537667366528227)	(64, 0.007015471200382329)	(65, 0.012294704056227781)	(66, 0.00606294064828705)	(67, 0.007879498593419805)	(68, 0.012841115821391448)	(69, 0.002196299862246361)	(70, 0.003386074716863117)	(71, 0.00651571238752958)	(72, 0.0016411343830503643)	(73, 0.003815199211050716)	(74, 0.002503343675494769)	(75, 0.0013923386565423755)
241mTBTw5_S00_L001_R1_001	(1, 0.009718595740980983)	(2, 0.00010182463523728619)	(3, 5.656924179849233e-06)	(4, 0.0)	(5, 0.0)	(6, 0.009497975697966862)	(7, 0.0)	(8, 0.0002715323606327632)	(9, 0.0)	(10, 2.2627696719396933e-05)	(11, 1.69707725395477e-05)	(12, 0.00023193389137381854)	(13, 0.00024324773973351702)	(14, 0.0004808385552871848)	(15, 0.00015839387703577853)	(16, 0.00039032776840959707)	(17, 0.0007071155224811541)	(18, 0.0007467139917400987)	(19, 0.0004525539343879386)	(20, 0.000582663190524471)	(21, 0.00019233841423539597)	(22, 0.00037904057250288074)	(23, 0.0007920632994358529)	(24, 0.00014710637516595438)	(25, 0.0002998925253089487)	(26, 0.0003112512810819774)	(27, 0.0016591158962102398)	(28, 0.0005724624694171844)	(29, 0.004681500763169743)	(30, 0.0008520444180979688)	(31, 0.0078619945385572)	(32, 0.0008880111493215226)	(33, 0.000656400037352016)	(34, 0.00040230685046955536)	(35, 0.0007186792206016585)	(36, 0.0007102219784119519)	(37, 0.00039919814795892075)	(38, 0.0010903722312723119)	(39, 0.0023807613267649817)	(40, 0.0007723301363470366)	(41, 0.0037993162765779446)	(42, 0.000841471745824914)	(43, 0.006395054917201026)	(44, 0.00045729758558477886)	(45, 0.00890172703301939)	(46, 0.012490516492895284)	(47, 0.00476085995068512)	(48, 0.0028125517509522175)	(49, 0.0016343620555455975)	(50, 0.015183770756324594)	(51, 0.0060754396014511625)	(52, 0.003244904616644915)	(53, 0.0028231939498953654)	(54, 0.019130340901469534)	(55, 0.0010434291112831294)	(56, 0.018154973458640946)	(57, 0.01636629920384235)	(58, 0.0016593925246818138)	(59, 0.0037648898504924685)	(60, 0.014121365212257896)	(61, 0.01951954381760665)	(62, 0.009242992733159114)	(63, 0.012941153750562569)	(64, 0.018185231875117346)	(65, 0.004760421374072595)	(66, 0.00973746385568832)	(67, 0.022007306425733345)	(68, 0.012758002614574212)	(69, 0.01791743981171955)	(70, 0.006381689839925138)	(71, 0.002675705490199202)	(72, 0.020480192950447288)	(73, 0.005354737009393698)	(74, 0.007514156816995895)	(75, 0.039013377687208944)
241mTBTw5_S00_L002_R1_001	(1, 0.00568194563482534)	(2, 0.0012980797642687149)	(3, 4.55466583953935e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.8466661497120936e-05)	(11, 0.0002618932857735126)	(12, 0.00015941330438387725)	(13, 0.0003985332609596931)	(14, 0.0002903599472706336)	(15, 0.0002448132888752401)	(16, 0.00034159993796545123)	(17, 5.693332299424187e-05)	(18, 0.00021065329507869495)	(19, 0.003040239447892516)	(20, 0.0005408665684452978)	(21, 7.970770047554184e-05)	(22, 0.00021636062077278322)	(23, 0.0006092528078013513)	(24, 0.00029610360118352606)	(25, 0.00046696655790521993)	(26, 0.0034742225501533924)	(27, 0.0002963348113791884)	(28, 0.0006160235950726326)	(29, 0.0006509779830680627)	(30, 0.0004687078091522401)	(31, 0.00015444963388858358)	(32, 0.00030930168100308595)	(33, 0.000660415119716033)	(34, 0.0002023304186384007)	(35, 0.00027391403575149307)	(36, 0.0006076545595920337)	(37, 0.0007421996018937104)	(38, 0.005006056537660448)	(39, 0.0003837647220194046)	(40, 0.0023683180520130513)	(41, 0.001769723909604811)	(42, 0.0008626648081904011)	(43, 0.0006070121779983834)	(44, 0.0034559154276026013)	(45, 0.0020786518466022127)	(46, 0.00488013919504218)	(47, 0.0044625195619930795)	(48, 0.008670464399956694)	(49, 0.009301827774706516)	(50, 0.008200997921238932)	(51, 0.011276314637689529)	(52, 0.01030185330259088)	(53, 0.004056902363492764)	(54, 0.010192193944260861)	(55, 0.012272011778318239)	(56, 0.012851796586796495)	(57, 0.010135206405083563)	(58, 0.005409422633978905)	(59, 0.012611865816626912)	(60, 0.00930127694918116)	(61, 0.009955957594198157)	(62, 0.010157752543305816)	(63, 0.008608542439646372)	(64, 0.009697715927664599)	(65, 0.015250381965082813)	(66, 0.008289826520972595)	(67, 0.010749014136818561)	(68, 0.01598494211537832)	(69, 0.003181007297066407)	(70, 0.005594410285664725)	(71, 0.009309195089903122)	(72, 0.0026278655271216233)	(73, 0.00443348028767357)	(74, 0.003422368060096066)	(75, 0.0015358787679692482)
241mTBTw5_S00_L003_R1_001	(1, 0.03489019859336689)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.011299082959579073)	(7, 0.0)	(8, 0.001312519737728882)	(9, 2.8533037776714827e-05)	(10, 0.0001312519737728882)	(11, 6.847929066411559e-05)	(12, 0.0005193012875362098)	(13, 0.0002510907324350905)	(14, 0.0003481030608759209)	(15, 0.0001312519737728882)	(16, 0.00037092949109729275)	(17, 0.00032527663065454903)	(18, 0.00031957002309920607)	(19, 7.418589821945855e-05)	(20, 0.000330983238209892)	(21, 5.136026227973938e-05)	(22, 0.00021686599981132656)	(23, 0.0007990178472621454)	(24, 0.0002511367361904475)	(25, 0.00013128613722278217)	(26, 0.0004909655208045211)	(27, 0.0009939458983822843)	(28, 0.0007604610566749327)	(29, 0.0007499014108622246)	(30, 0.0009111183427548127)	(31, 0.001617218027140818)	(32, 0.001297838558990323)	(33, 0.000881036670358575)	(34, 0.0003420720370082519)	(35, 0.001052430816998535)	(36, 0.0009059666430187661)	(37, 0.0005950670027412753)	(38, 0.00138125311927903)	(39, 0.0024455767388688455)	(40, 0.0006779264119116359)	(41, 0.0031367158920226216)	(42, 0.0009676612227275053)	(43, 0.004881344992082942)	(44, 0.000620087870585181)	(45, 0.008090793256701862)	(46, 0.011889203914980172)	(47, 0.0039560944635347)	(48, 0.002174031444372709)	(49, 0.001480384555853243)	(50, 0.01422973296751359)	(51, 0.005213140296648795)	(52, 0.002996898168886917)	(53, 0.0024458432554173726)	(54, 0.017945498077647264)	(55, 0.0009476694260833493)	(56, 0.01699555846966064)	(57, 0.014730796790386367)	(58, 0.0014498126832475002)	(59, 0.003527348890371068)	(60, 0.013177482461398344)	(61, 0.01802268456587566)	(62, 0.008455769512988239)	(63, 0.012238275285701527)	(64, 0.01733828139258902)	(65, 0.0055246113096908125)	(66, 0.009893695591773624)	(67, 0.021491672788238516)	(68, 0.01236080199249031)	(69, 0.017296756779756117)	(70, 0.006586778279932414)	(71, 0.003297376349650251)	(72, 0.020080329238187162)	(73, 0.005605328119164908)	(74, 0.008065058883273014)	(75, 0.038913803484848686)
241mTBTw5_S00_L004_R1_001	(1, 0.025289697473376956)	(2, 0.0014499504192656833)	(3, 1.1646188106551674e-05)	(4, 0.0)	(5, 0.0)	(6, 6.987712863931004e-05)	(7, 0.0)	(8, 5.823094053275837e-06)	(9, 0.00011646188106551674)	(10, 6.987712863931004e-05)	(11, 0.0003668549253563777)	(12, 0.00030862398482361936)	(13, 0.0001921621037581026)	(14, 0.0001572235394384476)	(15, 0.00020380829186465428)	(16, 0.0002678623264506885)	(17, 8.734641079913755e-05)	(18, 0.00011063878701224089)	(19, 0.001502358265745166)	(20, 0.0004134396777825844)	(21, 4.6585346509377454e-05)	(22, 0.00013976352710032261)	(23, 0.0005823724139971346)	(24, 0.0001630737159007764)	(25, 0.0005766251539268813)	(26, 0.00039029095899731337)	(27, 0.0005304011668825671)	(28, 0.0009334176831779699)	(29, 0.0007066807613463144)	(30, 0.0007892180883173625)	(31, 0.0004855976703949062)	(32, 0.00019917820245304358)	(33, 0.0008633901265876761)	(34, 0.00036654052548905076)	(35, 0.00045889053023370454)	(36, 0.00022920728058831478)	(37, 0.0008811064347202927)	(38, 0.0038793719247118353)	(39, 0.0003162682972279337)	(40, 0.0020657665416094935)	(41, 0.0022273668573445557)	(42, 0.00057424588661328)	(43, 0.0005111635739112199)	(44, 0.0019888384987772484)	(45, 0.0016376567806070544)	(46, 0.0032438014834497296)	(47, 0.002500501597625871)	(48, 0.00625808846458335)	(49, 0.007087779330674242)	(50, 0.0058356503159856556)	(51, 0.008865880351219844)	(52, 0.007947217758534915)	(53, 0.0020445945752885167)	(54, 0.006869478076507586)	(55, 0.008995650063455317)	(56, 0.009861570957452749)	(57, 0.0067334027960055986)	(58, 0.003259327740646472)	(59, 0.01007263949063964)	(60, 0.006901833817245242)	(61, 0.006967778926473688)	(62, 0.0077964774951076316)	(63, 0.005866487073942377)	(64, 0.007457299600609275)	(65, 0.012860424828643755)	(66, 0.0065686925865530545)	(67, 0.00792078287995949)	(68, 0.013198012241926436)	(69, 0.002643478412015442)	(70, 0.0037595838572097723)	(71, 0.007435506465476361)	(72, 0.0017442823876900177)	(73, 0.004590416114663057)	(74, 0.0024105974313415493)	(75, 0.0012386629164672272)
242mTBTw5_S00_L001_R1_001	(1, 0.008341534285791298)	(2, 8.715035820975983e-05)	(3, 6.2250255864114166e-06)	(4, 0.0)	(5, 0.0)	(6, 0.012250850354057667)	(7, 0.0)	(8, 0.00025522604904286807)	(9, 0.0)	(10, 2.4900102345645666e-05)	(11, 3.112512793205708e-05)	(12, 0.00029257620256133653)	(13, 0.000224100921110811)	(14, 0.0006038274818819075)	(15, 0.00021165086993798815)	(16, 0.0003050262537341594)	(17, 0.0007656781471286042)	(18, 0.0007407780447829586)	(19, 0.00047310194456726763)	(20, 0.00036727650959827356)	(21, 0.00012450226329551887)	(22, 0.0003299484564482045)	(23, 0.0007035058873481625)	(24, 0.00011829598002865005)	(25, 0.00018679724541310024)	(26, 0.00029891633487472445)	(27, 0.0014891988222493532)	(28, 0.0006424590989018377)	(29, 0.004066098141618264)	(30, 0.00103173530249291)	(31, 0.006783851229892202)	(32, 0.0007833493272376641)	(33, 0.0007352121501788325)	(34, 0.00048713779090983167)	(35, 0.0007206429972218256)	(36, 0.0005810238388916441)	(37, 0.000445493304563201)	(38, 0.0010855124051425318)	(39, 0.0017557284198606914)	(40, 0.0007587312551132451)	(41, 0.00314538157234676)	(42, 0.0008442902652760014)	(43, 0.005067387121578811)	(44, 0.00041114821661470877)	(45, 0.007307670388216542)	(46, 0.010338203584172038)	(47, 0.0036584987206085564)	(48, 0.002231425210461545)	(49, 0.0014858246036940621)	(50, 0.012627664918679215)	(51, 0.004881124392948631)	(52, 0.0030208508837876865)	(53, 0.0022258846097739145)	(54, 0.015412130260874105)	(55, 0.0009006164865110893)	(56, 0.014938887270839649)	(57, 0.01342322341058717)	(58, 0.0012601668089002483)	(59, 0.0029659809375032985)	(60, 0.011162122707568254)	(61, 0.016029976165753263)	(62, 0.007082212077066196)	(63, 0.010435945779207676)	(64, 0.014692729162650044)	(65, 0.0034853193885182004)	(66, 0.007947179472078108)	(67, 0.017602694117481388)	(68, 0.010097457788584894)	(69, 0.014330774409682584)	(70, 0.004928983236247502)	(71, 0.0020970098695152744)	(72, 0.01635974711440993)	(73, 0.00407923261096659)	(74, 0.005414114334421188)	(75, 0.028261834280153175)
242mTBTw5_S00_L002_R1_001	(1, 0.005241107666163768)	(2, 0.001305546674964982)	(3, 2.5227955071787096e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.5227955071787096e-05)	(11, 0.0002585865394858177)	(12, 0.00021443761811019028)	(13, 0.000529787056507529)	(14, 0.0003468843822370725)	(15, 0.00019551665180634999)	(16, 0.0003027354608614451)	(17, 0.00011352579782304192)	(18, 0.000277507505789658)	(19, 0.0025606374397863898)	(20, 0.00046041018006011446)	(21, 0.00011983422259787097)	(22, 0.0002270659882775922)	(23, 0.0006118440519265109)	(24, 0.00032170916129286203)	(25, 0.00036589308667092494)	(26, 0.00313574283728826)	(27, 0.00030301478882615294)	(28, 0.0005560884033956274)	(29, 0.0006453979362325326)	(30, 0.0004497414556724686)	(31, 0.00022822254512894793)	(32, 0.00030470106128014437)	(33, 0.0005473641868523123)	(34, 0.0002818807080843387)	(35, 0.0001872408288312137)	(36, 0.0005945459361217233)	(37, 0.0005500757116256579)	(38, 0.004249173986839681)	(39, 0.000582344386960583)	(40, 0.0021462134384178893)	(41, 0.001722934663977754)	(42, 0.0007367871313626444)	(43, 0.0006778873728445392)	(44, 0.0026764859774752975)	(45, 0.0017374029023431309)	(46, 0.004046024156976886)	(47, 0.003457906292678481)	(48, 0.007448718832747773)	(49, 0.007956073689458566)	(50, 0.006880547982054563)	(51, 0.009520479860472374)	(52, 0.008671966081050001)	(53, 0.0031684899494205544)	(54, 0.00839339452152636)	(55, 0.010376837577132793)	(56, 0.010759675834711905)	(57, 0.008528561503452546)	(58, 0.0040994068903576365)	(59, 0.010721793462095659)	(60, 0.007576484666751403)	(61, 0.00816018430753493)	(62, 0.008383943540741338)	(63, 0.00664375187432236)	(64, 0.007557383947291196)	(65, 0.012860355104898073)	(66, 0.006523990683248927)	(67, 0.008702482467888404)	(68, 0.01328371347555233)	(69, 0.002714752592066658)	(70, 0.00435852972264023)	(71, 0.0072605336533255165)	(72, 0.002071434785732929)	(73, 0.0037035776244654242)	(74, 0.002766256719448048)	(75, 0.001251131431838119)
242mTBTw5_S00_L003_R1_001	(1, 0.033617487739088014)	(2, 6.293052740375893e-06)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.013794371606903959)	(7, 0.0)	(8, 0.001957139402256903)	(9, 5.034442192300714e-05)	(10, 4.405136918263125e-05)	(11, 9.439579110563839e-05)	(12, 0.00040275537538405715)	(13, 0.00018879158221127678)	(14, 0.00046568590278781605)	(15, 0.00011956800206714197)	(16, 0.00030835958427841874)	(17, 0.00028948042605729106)	(18, 0.00037758316442255355)	(19, 9.439579110563839e-05)	(20, 0.00022025684591315623)	(21, 0.00010069048500089363)	(22, 0.00020768557461311955)	(23, 0.0008181936047470334)	(24, 0.00018253202508644622)	(25, 0.00013848364936141412)	(26, 0.00030848672153533215)	(27, 0.0010645701479916286)	(28, 0.0007377876283986944)	(29, 0.0005177719540359945)	(30, 0.000903974631058242)	(31, 0.0015437350581156144)	(32, 0.0012417618446498911)	(33, 0.0007559874523870845)	(34, 0.0002686074965282481)	(35, 0.000838080522260837)	(36, 0.0007569451676751003)	(37, 0.000549602157565906)	(38, 0.0010097071223326818)	(39, 0.0021995393301272137)	(40, 0.0006206022226345624)	(41, 0.0026974277541890876)	(42, 0.0008899144047044205)	(43, 0.004349314491915887)	(44, 0.0005821557029106726)	(45, 0.007073716023694547)	(46, 0.010043749015756229)	(47, 0.003578988561601251)	(48, 0.0021167135954522037)	(49, 0.0011297115234907373)	(50, 0.012117220231391064)	(51, 0.004512614091478609)	(52, 0.002975528868408191)	(53, 0.002243840262780695)	(54, 0.015031299460132987)	(55, 0.0008236796929322104)	(56, 0.01443600755608123)	(57, 0.0125282577260321)	(58, 0.0013915170192993994)	(59, 0.0031331912097839402)	(60, 0.011167483263814565)	(61, 0.014993090432597058)	(62, 0.007350934649047745)	(63, 0.010780154647281407)	(64, 0.015010327823167574)	(65, 0.004441581819810287)	(66, 0.008765189817625283)	(67, 0.018350904515828357)	(68, 0.01051229802091335)	(69, 0.014473342294412479)	(70, 0.005779611213965277)	(71, 0.0029246501491710843)	(72, 0.01722175250127014)	(73, 0.005038493770457814)	(74, 0.006903175769031244)	(75, 0.031528382980621945)
242mTBTw5_S00_L004_R1_001	(1, 0.02612984931894636)	(2, 0.0013252397601147955)	(3, 3.878750517409158e-05)	(4, 0.0)	(5, 0.0)	(6, 7.757501034818315e-05)	(7, 0.0)	(8, 1.939375258704579e-05)	(9, 0.00018100835747909401)	(10, 9.050417873954701e-05)	(11, 0.00047191464628478083)	(12, 0.0003490875465668242)	(13, 0.00025211878363159523)	(14, 0.0001357562681093205)	(15, 0.00022626044684886752)	(16, 0.00020040211006613982)	(17, 9.050417873954701e-05)	(18, 0.00010989793132659279)	(19, 0.0011894834920054748)	(20, 0.000271512536218641)	(21, 7.111127200934272e-05)	(22, 0.00020041437935675)	(23, 0.0005689440592219043)	(24, 0.0001357787561463325)	(25, 0.0004655620818306833)	(26, 0.00028454940696023373)	(27, 0.0003817610858889973)	(28, 0.0005829252263029075)	(29, 0.00057718459342566)	(30, 0.0005453415110322588)	(31, 0.0003703531401657987)	(32, 0.0002602396664195908)	(33, 0.0006914189881004836)	(34, 0.00028227782978765026)	(35, 0.0004299636508729552)	(36, 0.0001204520082059938)	(37, 0.0007057604575716492)	(38, 0.0034190232939573517)	(39, 0.0003926557390107053)	(40, 0.0015900458282580806)	(41, 0.001915137917496439)	(42, 0.0006502872607026014)	(43, 0.0004899266926458461)	(44, 0.001765712878431208)	(45, 0.0014764182062734668)	(46, 0.002560971934898316)	(47, 0.002172046211232898)	(48, 0.005605320124137581)	(49, 0.0065014548840042884)	(50, 0.005319962611797645)	(51, 0.008017379002204192)	(52, 0.007168554139581356)	(53, 0.0021637654886396645)	(54, 0.0061763777945084255)	(55, 0.008001781266090538)	(56, 0.009118917392367802)	(57, 0.006392876509032793)	(58, 0.002691453469643796)	(59, 0.009115710081877915)	(60, 0.00627618883690709)	(61, 0.006527113879924634)	(62, 0.0071001743243126044)	(63, 0.005167040853439073)	(64, 0.006698991922636075)	(65, 0.011352630001216883)	(66, 0.005509114868456615)	(67, 0.007168936636528336)	(68, 0.011920444061540015)	(69, 0.0021186153748990475)	(70, 0.0033291561329015567)	(71, 0.006736471891684282)	(72, 0.0018973057522927617)	(73, 0.004241059894490229)	(74, 0.0023833455954737157)	(75, 0.0010946128627957509)
297fTBTw1_S00_L001_R1_001	(1, 0.002232346610648018)	(2, 9.17402716704665e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.02992261860985049)	(7, 0.0)	(8, 0.0006421819016932655)	(9, 0.0)	(10, 0.0)	(11, 0.00010703031694887758)	(12, 0.0006574719469716765)	(13, 0.00012232036222728867)	(14, 0.0015290045278411083)	(15, 0.00021406063389775516)	(16, 0.0)	(17, 0.0010397230789319536)	(18, 0.00024464072445457734)	(19, 3.058009055682217e-05)	(20, 0.0)	(21, 0.0001681942527412223)	(22, 0.00010704627518722394)	(23, 0.00022941069592193432)	(24, 0.0)	(25, 0.00019889713070999238)	(26, 6.122787607232971e-05)	(27, 0.0007520835015288783)	(28, 0.0009392455917816935)	(29, 0.00026263981128248103)	(30, 0.0008369858465693345)	(31, 0.0007769767492815684)	(32, 0.0003275612874967985)	(33, 0.0005026267746455578)	(34, 0.0010219453176222016)	(35, 0.0004890158084140386)	(36, 0.000285665698540013)	(37, 0.00036547538514579246)	(38, 9.034066742962371e-05)	(39, 0.0002073143909546093)	(40, 0.0002757459025143693)	(41, 0.0008636981498351776)	(42, 0.0006223314855095479)	(43, 0.0002460889199806082)	(44, 0.0003974889918930951)	(45, 0.0006110256897196883)	(46, 0.0006371904082963211)	(47, 0.0008218368955986128)	(48, 0.0005230692824535583)	(49, 0.000686812990266429)	(50, 0.0013105289384149688)	(51, 0.0010204696943693266)	(52, 0.0016651450869734098)	(53, 0.0005631111826593555)	(54, 0.0006170215683317108)	(55, 0.0018836126411021336)	(56, 0.0024218672596571958)	(57, 0.0018148031222175382)	(58, 0.00035028246388685096)	(59, 0.0023236323020145093)	(60, 0.0009073594273407193)	(61, 0.002544296196786045)	(62, 0.0006101728009372254)	(63, 0.0012092716198730802)	(64, 0.0014266720481349946)	(65, 0.0006621689628163749)	(66, 0.0023314688059188223)	(67, 0.0006974365718800549)	(68, 0.0012263035990477753)	(69, 0.0004709406096797133)	(70, 0.0003759949767071112)	(71, 0.0014945837943939823)	(72, 0.0034839442429563357)	(73, 0.0031464431707414176)	(74, 0.0016368822304157272)	(75, 0.0011531653427687884)
