Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74
206fTBTw1_S00_L004_R1_001	(1, 31.10448257413039)	(2, 31.15736038346874)	(3, 31.243391276580905)	(4, 31.348888186222375)	(5, 31.292199265230686)	(6, 34.75703968231154)	(7, 34.75525367635344)	(8, 34.65749753713901)	(9, 34.82389713853546)	(10, 34.65691282352278)	(11, 34.84147910261613)	(12, 34.72250793118117)	(13, 34.81231606534085)	(14, 34.75469057753171)	(15, 34.71439324709253)	(16, 34.74045756960131)	(17, 34.732080833983446)	(18, 34.724416940918296)	(19, 34.72492633700317)	(20, 34.69550169386454)	(21, 34.681895546653976)	(22, 34.659149620084364)	(23, 34.64215597239101)	(24, 34.636763538727244)	(25, 34.615917274325255)	(26, 34.56420995277231)	(27, 34.5209926036041)	(28, 34.51432654773215)	(29, 34.49754946179372)	(30, 34.49186534191882)	(31, 34.47288697082289)	(32, 34.44822224944372)	(33, 34.43179177485476)	(34, 34.44418063717573)	(35, 34.426159855684126)	(36, 34.416683718756815)	(37, 34.416520538290484)	(38, 34.39910631604409)	(39, 34.38124758986387)	(40, 34.398533059043885)	(41, 34.35692964122135)	(42, 34.3706754169457)	(43, 34.35665009012394)	(44, 34.32273216308506)	(45, 34.296878196874495)	(46, 34.263374169228534)	(47, 34.244237780105976)	(48, 34.214076253365846)	(49, 34.1759342586955)	(50, 34.11557000668593)	(51, 34.04709262515757)	(52, 34.009908056984635)	(53, 33.91369937561742)	(54, 33.870278568101696)	(55, 33.80850400914416)	(56, 33.7433541583394)	(57, 33.7174687748419)	(58, 33.68188699472039)	(59, 33.67328756514803)	(60, 33.61442601728435)	(61, 33.579189612440224)	(62, 33.52090804575851)	(63, 33.51431205043372)	(64, 33.469160950222964)	(65, 33.45626260176593)	(66, 33.432322923040935)	(67, 33.39501979154189)	(68, 33.375911253898394)	(69, 33.36540425185275)	(70, 33.335722563905115)	(71, 33.34355238664182)	(72, 33.3493208716758)	(73, 33.409308791945286)	(74, 33.47344430948465)	(75, 33.75072896171072)
213mDMSOw1_S00_L001_R1_001	(1, 31.19791634699806)	(2, 31.310618025142855)	(3, 31.39652330293706)	(4, 31.480323882619434)	(5, 31.416736713075686)	(6, 34.9604067507024)	(7, 34.9600475367491)	(8, 34.88135965880725)	(9, 35.00088097549511)	(10, 34.869028372101496)	(11, 35.01114093437294)	(12, 34.91428733423702)	(13, 34.98856590612359)	(14, 34.943103790689605)	(15, 34.90480312530485)	(16, 34.92786336371963)	(17, 34.91097949704807)	(18, 34.89932416130809)	(19, 34.89183861407161)	(20, 34.868654687296115)	(21, 34.84988972303794)	(22, 34.83395661150516)	(23, 34.80980319311705)	(24, 34.805032047714434)	(25, 34.776164905865244)	(26, 34.73685637333405)	(27, 34.6926307803325)	(28, 34.681687507034596)	(29, 34.66691391789845)	(30, 34.6585901360541)	(31, 34.637339899670174)	(32, 34.627985764316804)	(33, 34.61163295198729)	(34, 34.61287683905948)	(35, 34.59347833362279)	(36, 34.59191393745971)	(37, 34.58413868419552)	(38, 34.56046691341846)	(39, 34.55874323682908)	(40, 34.56708782737334)	(41, 34.53373271102384)	(42, 34.5288929945355)	(43, 34.49702681890726)	(44, 34.46912505462026)	(45, 34.44546942380312)	(46, 34.40395360101359)	(47, 34.39133790136073)	(48, 34.35798094871813)	(49, 34.31328843364456)	(50, 34.25325434581831)	(51, 34.20113656834003)	(52, 34.15916192267748)	(53, 34.10556421554171)	(54, 34.03621868781582)	(55, 34.01072998047129)	(56, 33.95362493176922)	(57, 33.92828429423825)	(58, 33.903371960996694)	(59, 33.868106363756326)	(60, 33.83550497383749)	(61, 33.81113193866831)	(62, 33.77677568482348)	(63, 33.76141150676141)	(64, 33.734719729300714)	(65, 33.71807055161187)	(66, 33.6819449672146)	(67, 33.65005130349336)	(68, 33.63707134262425)	(69, 33.61745318291176)	(70, 33.61177214726612)	(71, 33.60112765921656)	(72, 33.61252056630985)	(73, 33.678269103365814)	(74, 33.75697780955542)	(75, 34.048996004384705)
213mDMSOw1_S00_L002_R1_001	(1, 31.188089858857154)	(2, 31.28864780251268)	(3, 31.374655152174892)	(4, 31.46728638726369)	(5, 31.395991579705314)	(6, 34.92740375401133)	(7, 34.9263224844464)	(8, 34.84597104508773)	(9, 34.976524384583016)	(10, 34.83176140442308)	(11, 34.98393982051013)	(12, 34.87778815261139)	(13, 34.95831035187051)	(14, 34.90830860524786)	(15, 34.87584974765237)	(16, 34.89573959398419)	(17, 34.8886403754326)	(18, 34.873118344541616)	(19, 34.86133119080956)	(20, 34.838775966850044)	(21, 34.82655356246939)	(22, 34.805647760017)	(23, 34.79163716814716)	(24, 34.78494685261227)	(25, 34.75815253153167)	(26, 34.70982222882309)	(27, 34.672525655890944)	(28, 34.66303770031849)	(29, 34.650201461145095)	(30, 34.638786616255246)	(31, 34.621945761632624)	(32, 34.60423790555857)	(33, 34.58541267199824)	(34, 34.590220908032265)	(35, 34.574907487404694)	(36, 34.5623118868008)	(37, 34.56285758840412)	(38, 34.53543525207115)	(39, 34.535757917389155)	(40, 34.54641419552043)	(41, 34.52238605442139)	(42, 34.519030672268876)	(43, 34.491846341587035)	(44, 34.4589447058154)	(45, 34.44199970783788)	(46, 34.41801370067478)	(47, 34.391907643398504)	(48, 34.34489342226632)	(49, 34.31659293677846)	(50, 34.26012343502616)	(51, 34.209906513960846)	(52, 34.1660173480493)	(53, 34.1133490128675)	(54, 34.04046626204153)	(55, 34.00908852367141)	(56, 33.96786762005171)	(57, 33.93436306256763)	(58, 33.9124306099513)	(59, 33.88026820684785)	(60, 33.83802424657913)	(61, 33.81546047773677)	(62, 33.80448962022855)	(63, 33.77613412883982)	(64, 33.75220665265344)	(65, 33.743252035862156)	(66, 33.70590535035608)	(67, 33.68051801937769)	(68, 33.66330063130669)	(69, 33.64293526338249)	(70, 33.64084991530425)	(71, 33.63354647172682)	(72, 33.650141639754)	(73, 33.705126547747994)	(74, 33.78922645112585)	(75, 34.08798660212666)
213mDMSOw1_S00_L003_R1_001	(1, 31.179613659863204)	(2, 31.263407477940767)	(3, 31.33714957308449)	(4, 31.43003951933118)	(5, 31.37234748121073)	(6, 34.88604196130891)	(7, 34.88593195664911)	(8, 34.79320607449503)	(9, 34.93886211305625)	(10, 34.795478016448776)	(11, 34.94879433949965)	(12, 34.84594488565393)	(13, 34.92205076092738)	(14, 34.8652072044629)	(15, 34.81919080949412)	(16, 34.84897353394747)	(17, 34.83604107184266)	(18, 34.81720676545001)	(19, 34.8030369709318)	(20, 34.775893541136114)	(21, 34.7593761961298)	(22, 34.736112276762995)	(23, 34.70452023734258)	(24, 34.713675600353554)	(25, 34.67704274845578)	(26, 34.63720109185067)	(27, 34.58485679774723)	(28, 34.575782812426226)	(29, 34.57457345792406)	(30, 34.53780602075755)	(31, 34.536589993362064)	(32, 34.52245455911128)	(33, 34.504585001815514)	(34, 34.500688454857794)	(35, 34.49089783099151)	(36, 34.48280534736566)	(37, 34.468621851032445)	(38, 34.4399880454894)	(39, 34.44416471109928)	(40, 34.4440916702401)	(41, 34.40267813189086)	(42, 34.400066029326815)	(43, 34.36139086512325)	(44, 34.33268444204523)	(45, 34.30821195606706)	(46, 34.28232532556664)	(47, 34.2655875278956)	(48, 34.21585328979385)	(49, 34.17168412534985)	(50, 34.10311364062943)	(51, 34.05004967389797)	(52, 34.009530588095735)	(53, 33.95614398549008)	(54, 33.88929945339288)	(55, 33.86158368598789)	(56, 33.81053375588347)	(57, 33.78481345080749)	(58, 33.75606324254541)	(59, 33.72922485823347)	(60, 33.68842164695673)	(61, 33.661926112972075)	(62, 33.637542486450904)	(63, 33.62386865692905)	(64, 33.589047938876874)	(65, 33.569653259418615)	(66, 33.53560663367856)	(67, 33.50018348313159)	(68, 33.487629867330554)	(69, 33.46574152466001)	(70, 33.456327961324895)	(71, 33.45003004776299)	(72, 33.45153584416812)	(73, 33.51660472836818)	(74, 33.598910215376044)	(75, 33.90451100448744)
213mDMSOw1_S00_L004_R1_001	(1, 31.152124120008523)	(2, 31.217661934896615)	(3, 31.29130355786722)	(4, 31.392855307830285)	(5, 31.332906014610327)	(6, 34.83528772388266)	(7, 34.837501837086116)	(8, 34.75049987321383)	(9, 34.903403673710955)	(10, 34.740917298899774)	(11, 34.90136497260099)	(12, 34.79806454729393)	(13, 34.88090479838564)	(14, 34.82603918852239)	(15, 34.773452526427455)	(16, 34.80138885632212)	(17, 34.78465359442956)	(18, 34.777188137734754)	(19, 34.761295661119725)	(20, 34.73009831918313)	(21, 34.718439010939306)	(22, 34.70008094868735)	(23, 34.68137869352409)	(24, 34.67679065852323)	(25, 34.64824104337872)	(26, 34.585184023088665)	(27, 34.557887262741225)	(28, 34.54156513327283)	(29, 34.5348988124311)	(30, 34.51954685265849)	(31, 34.505529249119746)	(32, 34.48282793609874)	(33, 34.46572941507053)	(34, 34.4654632304764)	(35, 34.450089883856236)	(36, 34.44043575991805)	(37, 34.441423543470606)	(38, 34.40553137417601)	(39, 34.41508426424148)	(40, 34.42146017544112)	(41, 34.38936832305298)	(42, 34.391233264062336)	(43, 34.35825880485691)	(44, 34.32060437495302)	(45, 34.301382681997616)	(46, 34.26880624042488)	(47, 34.25459165923236)	(48, 34.21933893948363)	(49, 34.166272381739475)	(50, 34.105315171103214)	(51, 34.042937549161316)	(52, 34.00608508413025)	(53, 33.95370024751522)	(54, 33.88370641463707)	(55, 33.845040507028)	(56, 33.79835089533948)	(57, 33.77555897172013)	(58, 33.74665919765473)	(59, 33.717781374766766)	(60, 33.67287623227362)	(61, 33.64409525828797)	(62, 33.60855772259838)	(63, 33.6061668646088)	(64, 33.576104596585076)	(65, 33.5608207286651)	(66, 33.54108145484575)	(67, 33.5081547586999)	(68, 33.49844393811538)	(69, 33.4769213806265)	(70, 33.46399092194188)	(71, 33.46055763360346)	(72, 33.47246593248033)	(73, 33.535350589470255)	(74, 33.60834443058537)	(75, 33.91536234198166)
214mDMSOw1_S00_L001_R1_001	(1, 31.227870642488547)	(2, 31.351909045286767)	(3, 31.439005442045673)	(4, 31.514074205995993)	(5, 31.462543400301612)	(6, 35.01888743008115)	(7, 35.01874953614626)	(8, 34.94896491826834)	(9, 35.055286695690235)	(10, 34.93428890148832)	(11, 35.06647068267658)	(12, 34.97423484959022)	(13, 35.0439740918438)	(14, 34.99803225039368)	(15, 34.96442235504918)	(16, 34.9866651200668)	(17, 34.971012233621735)	(18, 34.95927793308288)	(19, 34.94982781244305)	(20, 34.9279012252807)	(21, 34.91320954883726)	(22, 34.89540085571375)	(23, 34.871662157088835)	(24, 34.86809965936214)	(25, 34.84322967473157)	(26, 34.80222268160384)	(27, 34.758884524418114)	(28, 34.75130141253761)	(29, 34.73021691387401)	(30, 34.716312529487496)	(31, 34.696325387960556)	(32, 34.68818308659105)	(33, 34.6691792169485)	(34, 34.669078174462946)	(35, 34.64905430970534)	(36, 34.644272059200524)	(37, 34.63900654741247)	(38, 34.609737435661216)	(39, 34.60498084021062)	(40, 34.61083942352114)	(41, 34.57974951830443)	(42, 34.569538850561244)	(43, 34.53434830820957)	(44, 34.50623641310651)	(45, 34.483822244665625)	(46, 34.4391321381137)	(47, 34.42522332241295)	(48, 34.39451006535701)	(49, 34.347661927854126)	(50, 34.28878698964564)	(51, 34.241831069248285)	(52, 34.19577088346147)	(53, 34.14481478517915)	(54, 34.07772599213314)	(55, 34.0584361832754)	(56, 34.00557583064768)	(57, 33.980107558398636)	(58, 33.96035230355484)	(59, 33.92360704772107)	(60, 33.89583661039237)	(61, 33.86447948697966)	(62, 33.83370748148556)	(63, 33.82456760033872)	(64, 33.79544508413284)	(65, 33.78481745777373)	(66, 33.75231537961188)	(67, 33.7221125564281)	(68, 33.711118892747194)	(69, 33.6970709594686)	(70, 33.68656190633824)	(71, 33.680145060008215)	(72, 33.691441798727254)	(73, 33.75278304271416)	(74, 33.82727444722778)	(75, 34.087771359682215)
214mDMSOw1_S00_L002_R1_001	(1, 31.227515250931624)	(2, 31.350367251788008)	(3, 31.433994045987948)	(4, 31.516687216953557)	(5, 31.46313377994404)	(6, 35.007931800116374)	(7, 35.00797271813284)	(8, 34.941719587825894)	(9, 35.04867531698715)	(10, 34.92227962705179)	(11, 35.05790616970036)	(12, 34.962945525592865)	(13, 35.03836271781998)	(14, 34.986802806573046)	(15, 34.960755215646444)	(16, 34.976578023764304)	(17, 34.96936543647595)	(18, 34.955237452600414)	(19, 34.94272094611519)	(20, 34.92239747093924)	(21, 34.91063204261028)	(22, 34.893364337548064)	(23, 34.87679169685816)	(24, 34.87286036598316)	(25, 34.846453485615285)	(26, 34.8011076805487)	(27, 34.762895634625586)	(28, 34.757299488523344)	(29, 34.74308980580272)	(30, 34.72976511395763)	(31, 34.712209815141534)	(32, 34.69661153262288)	(33, 34.67616948099905)	(34, 34.67579170406384)	(35, 34.66194855841611)	(36, 34.65096872842449)	(37, 34.6512267242783)	(38, 34.61725608118206)	(39, 34.61798682569114)	(40, 34.623888756837104)	(41, 34.602675831270446)	(42, 34.59323362424521)	(43, 34.5664846594181)	(44, 34.53153373879351)	(45, 34.51688231421092)	(46, 34.49032829071165)	(47, 34.46435278759334)	(48, 34.41789474777535)	(49, 34.38897027667168)	(50, 34.3375763879656)	(51, 34.29206158136683)	(52, 34.24383554445712)	(53, 34.20124746206205)	(54, 34.127827114853886)	(55, 34.09641109651067)	(56, 34.06123548940961)	(57, 34.02818466069963)	(58, 34.01231362039622)	(59, 33.9803970303813)	(60, 33.94204796051659)	(61, 33.92055422103212)	(62, 33.90647573877956)	(63, 33.88430564762271)	(64, 33.864318531656785)	(65, 33.848336187577154)	(66, 33.81836466963641)	(67, 33.795741402965426)	(68, 33.77890680937684)	(69, 33.76516061410149)	(70, 33.75472263416141)	(71, 33.75278190810962)	(72, 33.76886918261387)	(73, 33.81477782486165)	(74, 33.8942485570736)	(75, 34.16824628297801)
214mDMSOw1_S00_L003_R1_001	(1, 31.21634261216167)	(2, 31.317309686607228)	(3, 31.387407946926963)	(4, 31.472341900259156)	(5, 31.428962987560425)	(6, 34.952636109604)	(7, 34.953923344812466)	(8, 34.873581150112045)	(9, 35.00020677692627)	(10, 34.87310709462915)	(11, 35.013538122108805)	(12, 34.9149135951638)	(13, 34.98816632225903)	(14, 34.928506420830054)	(15, 34.89134959663374)	(16, 34.918471217074114)	(17, 34.90506525321413)	(18, 34.8878176248938)	(19, 34.87238989821924)	(20, 34.84617630641454)	(21, 34.83503643111862)	(22, 34.81501060407056)	(23, 34.782193270527344)	(24, 34.78807603905233)	(25, 34.75303864710879)	(26, 34.71481622957563)	(27, 34.666101005343904)	(28, 34.657036707634234)	(29, 34.648775827398374)	(30, 34.60984518556996)	(31, 34.606054096257395)	(32, 34.59638396312208)	(33, 34.574980969442365)	(34, 34.57263305158831)	(35, 34.56100587567276)	(36, 34.54806060334816)	(37, 34.53425947068173)	(38, 34.49910406281232)	(39, 34.500317931226384)	(40, 34.49676013678232)	(41, 34.45555518368764)	(42, 34.45134179349829)	(43, 34.40665484427993)	(44, 34.376144371927175)	(45, 34.35513644606677)	(46, 34.324856435172116)	(47, 34.30775164953704)	(48, 34.26139572005627)	(49, 34.215043980264184)	(50, 34.14997822898686)	(51, 34.10167675216044)	(52, 34.0531176431434)	(53, 34.008297998682735)	(54, 33.9432011015749)	(55, 33.9199951649469)	(56, 33.878491793025745)	(57, 33.84653880400533)	(58, 33.82392858746688)	(59, 33.79612387817817)	(60, 33.75897042309112)	(61, 33.729551086968144)	(62, 33.7088140622709)	(63, 33.696851609924465)	(64, 33.66786870756976)	(65, 33.65029833823446)	(66, 33.62185572390144)	(67, 33.59193463869586)	(68, 33.58101143181918)	(69, 33.55748919340952)	(70, 33.55115391984695)	(71, 33.54099776033378)	(72, 33.54558865392328)	(73, 33.6095562500391)	(74, 33.690163896607)	(75, 33.95891822020233)
214mDMSOw1_S00_L004_R1_001	(1, 31.193581141290935)	(2, 31.2953775575655)	(3, 31.362707024001168)	(4, 31.453455435284024)	(5, 31.41402441237925)	(6, 34.92825952797067)	(7, 34.929896531795784)	(8, 34.86021995958212)	(9, 34.98637196212908)	(10, 34.8460962796552)	(11, 34.9876464522034)	(12, 34.89445562665991)	(13, 34.96900267104078)	(14, 34.91361901929785)	(15, 34.868384424456295)	(16, 34.895997511733945)	(17, 34.88086951946184)	(18, 34.87033296748874)	(19, 34.85584791220033)	(20, 34.826140694546496)	(21, 34.8156303412283)	(22, 34.79820925723086)	(23, 34.78053736383832)	(24, 34.77276236905885)	(25, 34.74834646151495)	(26, 34.689554489861145)	(27, 34.66444524008736)	(28, 34.64755761783123)	(29, 34.636649981016646)	(30, 34.62354381614292)	(31, 34.60557785910727)	(32, 34.587542567198625)	(33, 34.57108927042054)	(34, 34.56458284509173)	(35, 34.55181700715727)	(36, 34.541557714943785)	(37, 34.53675612240095)	(38, 34.50322060621494)	(39, 34.511304481252125)	(40, 34.50792968667394)	(41, 34.480569803911706)	(42, 34.47387315175097)	(43, 34.44298462873122)	(44, 34.40574122028325)	(45, 34.38972358993903)	(46, 34.35311678030008)	(47, 34.33939064568229)	(48, 34.30171270045638)	(49, 34.25362485399579)	(50, 34.192466643070624)	(51, 34.137457407427654)	(52, 34.0926477588675)	(53, 34.04898651408783)	(54, 33.981177541591265)	(55, 33.94993736305157)	(56, 33.90572395089096)	(57, 33.88235693557461)	(58, 33.85776470691867)	(59, 33.827665233095274)	(60, 33.785958000558786)	(61, 33.759255336185234)	(62, 33.7330029601435)	(63, 33.728451578814635)	(64, 33.703866879270365)	(65, 33.69331546975004)	(66, 33.67007883753914)	(67, 33.64385570739902)	(68, 33.63283816150806)	(69, 33.61926993872068)	(70, 33.59909320244301)	(71, 33.599455868985196)	(72, 33.61365533157982)	(73, 33.67093680254217)	(74, 33.73605801797537)	(75, 34.02034030590955)
215mDMSOw1_S00_L001_R1_001	(1, 31.213160402836692)	(2, 31.406089927056957)	(3, 31.48689420384669)	(4, 31.563249685614934)	(5, 31.51877123269194)	(6, 35.088349188961466)	(7, 35.08739188389983)	(8, 35.022767094727364)	(9, 35.11930552947155)	(10, 35.0093334224139)	(11, 35.13676885331839)	(12, 35.04862240134469)	(13, 35.114529105329304)	(14, 35.07282512427865)	(15, 35.044285981794076)	(16, 35.06288645537406)	(17, 35.05175414706386)	(18, 35.03946756095656)	(19, 35.02880237667259)	(20, 35.01090849062834)	(21, 34.994455882299654)	(22, 34.97812964444325)	(23, 34.95982877290359)	(24, 34.95249024072959)	(25, 34.92948941321625)	(26, 34.891730518323406)	(27, 34.85167359888596)	(28, 34.843415790405786)	(29, 34.82770219356965)	(30, 34.817796598232306)	(31, 34.80095913724442)	(32, 34.79266612338946)	(33, 34.77637750596743)	(34, 34.77548853646531)	(35, 34.76126117523471)	(36, 34.75289760040713)	(37, 34.74803074051135)	(38, 34.727289227504336)	(39, 34.72043123313035)	(40, 34.72603252381189)	(41, 34.69692959512128)	(42, 34.691873874037945)	(43, 34.66337718831606)	(44, 34.63585582021224)	(45, 34.6121503026977)	(46, 34.571443412218485)	(47, 34.55899990311225)	(48, 34.53104429999401)	(49, 34.48599956587801)	(50, 34.434274209636285)	(51, 34.381595061701276)	(52, 34.3402643072953)	(53, 34.29294675447397)	(54, 34.22441432806824)	(55, 34.20301709347702)	(56, 34.14649682973286)	(57, 34.12014692652607)	(58, 34.101455474799494)	(59, 34.069148815891644)	(60, 34.034885461529235)	(61, 34.01534000864291)	(62, 33.984402664794594)	(63, 33.97324589188054)	(64, 33.94174337757369)	(65, 33.92914669567636)	(66, 33.89528640426464)	(67, 33.85908198531394)	(68, 33.85048783881285)	(69, 33.837418000084554)	(70, 33.82491825521816)	(71, 33.825882820591325)	(72, 33.83016714516658)	(73, 33.88935021439746)	(74, 33.962847639625956)	(75, 34.21886482568975)
215mDMSOw1_S00_L002_R1_001	(1, 31.204769239614187)	(2, 31.398273081186524)	(3, 31.481899316369855)	(4, 31.564839653568527)	(5, 31.519542546513915)	(6, 35.079526442105866)	(7, 35.078544242341906)	(8, 35.015464415973874)	(9, 35.114548477766085)	(10, 34.99983323415424)	(11, 35.13070356901424)	(12, 35.03633721800195)	(13, 35.10805092458949)	(14, 35.06047214008243)	(15, 35.0411575032303)	(16, 35.05512377216107)	(17, 35.047411579370305)	(18, 35.03359895246668)	(19, 35.0246239627859)	(20, 35.00622656554115)	(21, 34.99437542989566)	(22, 34.97435517525961)	(23, 34.96100656570752)	(24, 34.95342162473931)	(25, 34.92903414667159)	(26, 34.889098181845355)	(27, 34.85295912826019)	(28, 34.84250133454174)	(29, 34.832621151598964)	(30, 34.824741614775824)	(31, 34.80655021437898)	(32, 34.79029099475065)	(33, 34.773206708425946)	(34, 34.77508703739164)	(35, 34.765327333340565)	(36, 34.74841407142845)	(37, 34.75000968976313)	(38, 34.72718322807094)	(39, 34.72155799621118)	(40, 34.72943106409683)	(41, 34.71027326383013)	(42, 34.70283317574413)	(43, 34.67733551651889)	(44, 34.64520591285066)	(45, 34.62933518851072)	(46, 34.603263598654195)	(47, 34.58122600824284)	(48, 34.53697098269602)	(49, 34.51001451688719)	(50, 34.45815731558494)	(51, 34.41037779640794)	(52, 34.36787563527386)	(53, 34.32243276014935)	(54, 34.2533946597044)	(55, 34.21949867973192)	(56, 34.18183182504954)	(57, 34.155077545176354)	(58, 34.134653726664496)	(59, 34.10308071911337)	(60, 34.06351568358366)	(61, 34.04502382024422)	(62, 34.03000204293973)	(63, 34.00573171250494)	(64, 33.98180059665298)	(65, 33.97010308371108)	(66, 33.93658451137299)	(67, 33.91045120906854)	(68, 33.89817389837446)	(69, 33.88083857491877)	(70, 33.87734077642442)	(71, 33.87274213660988)	(72, 33.888806024683625)	(73, 33.937419872344215)	(74, 34.010361928825446)	(75, 34.27946209350245)
215mDMSOw1_S00_L003_R1_001	(1, 31.194149961856873)	(2, 31.370303196272417)	(3, 31.43863281637538)	(4, 31.524604812169848)	(5, 31.486802238071906)	(6, 35.022236513130785)	(7, 35.02403445147664)	(8, 34.949072394166116)	(9, 35.06832438418362)	(10, 34.95194691388642)	(11, 35.085464111618016)	(12, 34.991872107870414)	(13, 35.06013437005264)	(14, 35.0071892990462)	(15, 34.9767894422486)	(16, 34.997971681202976)	(17, 34.985072121243824)	(18, 34.967222926738195)	(19, 34.957285806311674)	(20, 34.93377276513645)	(21, 34.9198337578799)	(22, 34.898837030060776)	(23, 34.869703825019585)	(24, 34.87633378710568)	(25, 34.84478971254584)	(26, 34.80744652251887)	(27, 34.75885087393997)	(28, 34.75293901889602)	(29, 34.747486257623954)	(30, 34.715251829168835)	(31, 34.714248792136196)	(32, 34.7025582173162)	(33, 34.68494616077822)	(34, 34.68160577866476)	(35, 34.67012271616541)	(36, 34.66088614903428)	(37, 34.64723425825927)	(38, 34.625148102993954)	(39, 34.62075126389396)	(40, 34.620688088733694)	(41, 34.581276834978475)	(42, 34.57932018440464)	(43, 34.54369594719858)	(44, 34.51549993479512)	(45, 34.48993089589607)	(46, 34.466023933769236)	(47, 34.45188631554709)	(48, 34.407617423326045)	(49, 34.36172862292748)	(50, 34.29922737762968)	(51, 34.247389754867434)	(52, 34.203518756887846)	(53, 34.160240285164434)	(54, 34.098051002573705)	(55, 34.06743137617134)	(56, 34.024249123667275)	(57, 33.995191894619566)	(58, 33.96802030653855)	(59, 33.94631233095737)	(60, 33.90840481580539)	(61, 33.88429599565931)	(62, 33.86472645515863)	(63, 33.8461545252523)	(64, 33.81664886121937)	(65, 33.80168491230136)	(66, 33.768950900416094)	(67, 33.73290720704413)	(68, 33.7226875272857)	(69, 33.701930193255045)	(70, 33.69245966857523)	(71, 33.68922272156541)	(72, 33.686563280829205)	(73, 33.74309424271498)	(74, 33.82233987306774)	(75, 34.102299871254715)
215mDMSOw1_S00_L004_R1_001	(1, 31.16142003140025)	(2, 31.3377887584929)	(3, 31.409886561835908)	(4, 31.502365086405106)	(5, 31.468594036129335)	(6, 34.99466772603962)	(7, 34.998159031109104)	(8, 34.93121309994476)	(9, 35.05015229393246)	(10, 34.91951762250587)	(11, 35.05635049644502)	(12, 34.96643628932854)	(13, 35.039651168802195)	(14, 34.98600697118197)	(15, 34.947831505280085)	(16, 34.96791825051086)	(17, 34.95170734096481)	(18, 34.945696342714406)	(19, 34.93117756378686)	(20, 34.90560339362145)	(21, 34.89322580985731)	(22, 34.87655580764737)	(23, 34.85965936126236)	(24, 34.85425556126571)	(25, 34.828735580996735)	(26, 34.7762523791793)	(27, 34.74899888267267)	(28, 34.73319056843643)	(29, 34.726004040599705)	(30, 34.71371442378137)	(31, 34.69768791149992)	(32, 34.680124960575)	(33, 34.66207351882993)	(34, 34.660804938242286)	(35, 34.64889872569241)	(36, 34.63683571279692)	(37, 34.63523955219188)	(38, 34.60962089850215)	(39, 34.6092311782301)	(40, 34.61279065849497)	(41, 34.5860276795334)	(42, 34.584403356420374)	(43, 34.55319179921157)	(44, 34.51739412093588)	(45, 34.50361160250942)	(46, 34.46725254866085)	(47, 34.4552939593475)	(48, 34.421993941655046)	(49, 34.370209101639645)	(50, 34.31962093790275)	(51, 34.257085483699875)	(52, 34.21841360292723)	(53, 34.17252740116401)	(54, 34.11011891765048)	(55, 34.07058274142363)	(56, 34.02911537888693)	(57, 34.006479767048894)	(58, 33.980380905112156)	(59, 33.95515261954857)	(60, 33.9083468439006)	(61, 33.88573807565809)	(62, 33.85750301436985)	(63, 33.8503989484121)	(64, 33.82389967909832)	(65, 33.80892994880219)	(66, 33.78553232016408)	(67, 33.7557628082554)	(68, 33.75509766179605)	(69, 33.7319176022614)	(70, 33.7169221530666)	(71, 33.72120019331542)	(72, 33.72826255037831)	(73, 33.785229811291806)	(74, 33.85253407416179)	(75, 34.12988691058383)
